cod_ibge,municipio,ano,populacao
2305803,Ipu - CE,2014,41292
2305803,Ipu - CE,2015,41391
2305803,Ipu - CE,2016,41485
2305803,Ipu - CE,2017,41576
2305803,Ipu - CE,2018,41873
2305803,Ipu - CE,2019,41964
2305803,Ipu - CE,2020,42058
2305803,Ipu - CE,2021,42148
2305803,Ipu - CE,2024,42968
2305902,Ipueiras - CE,2014,38089
2305902,Ipueiras - CE,2015,38022
2305902,Ipueiras - CE,2016,37957
2305902,Ipueiras - CE,2017,37896
2305902,Ipueiras - CE,2018,38205
2305902,Ipueiras - CE,2019,38166
2305902,Ipueiras - CE,2020,38114
2305902,Ipueiras - CE,2021,38064
2305902,Ipueiras - CE,2024,38285
2306009,Iracema - CE,2014,14042
2306009,Iracema - CE,2015,14071
2306009,Iracema - CE,2016,14098
2306009,Iracema - CE,2017,14125
2306009,Iracema - CE,2018,14227
2306009,Iracema - CE,2019,14297
2306009,Iracema - CE,2020,14326
2306009,Iracema - CE,2021,14351
2306009,Iracema - CE,2024,14411
2306108,Irauçuba - CE,2014,23376
2306108,Irauçuba - CE,2015,23543
2306108,Irauçuba - CE,2016,23704
2306108,Irauçuba - CE,2017,23858
2306108,Irauçuba - CE,2018,24003
2306108,Irauçuba - CE,2019,24156
2306108,Irauçuba - CE,2020,24305
2306108,Irauçuba - CE,2021,24450
2306108,Irauçuba - CE,2024,24751
2306207,Itaiçaba - CE,2014,7612
2306207,Itaiçaba - CE,2015,7656
2306207,Itaiçaba - CE,2016,7698
2306207,Itaiçaba - CE,2017,7738
2306207,Itaiçaba - CE,2018,7787
2306207,Itaiçaba - CE,2019,7827
2306207,Itaiçaba - CE,2020,7866
2306207,Itaiçaba - CE,2021,7904
2306207,Itaiçaba - CE,2024,7779
2306256,Itaitinga - CE,2014,38131
2306256,Itaitinga - CE,2015,38540
2306256,Itaitinga - CE,2016,38933
2306256,Itaitinga - CE,2017,39310
2306256,Itaitinga - CE,2018,39518
2306256,Itaitinga - CE,2019,37980
2306256,Itaitinga - CE,2020,38325
2306256,Itaitinga - CE,2021,38661
2306256,Itaitinga - CE,2024,70679
2306306,Itapajé - CE,2014,50671
2306306,Itapajé - CE,2015,51113
2306306,Itapajé - CE,2016,51538
2306306,Itapajé - CE,2017,51945
2306306,Itapajé - CE,2018,52240
2306306,Itapajé - CE,2019,52675
2306306,Itapajé - CE,2020,53067
2306306,Itapajé - CE,2021,53448
2306306,Itapajé - CE,2024,49086
2306405,Itapipoca - CE,2014,123613
2306405,Itapipoca - CE,2015,124950
2306405,Itapipoca - CE,2016,126234
2306405,Itapipoca - CE,2017,127465
2306405,Itapipoca - CE,2018,128135
2306405,Itapipoca - CE,2019,129358
2306405,Itapipoca - CE,2020,130539
2306405,Itapipoca - CE,2021,131687
2306405,Itapipoca - CE,2024,137892
2306504,Itapiúna - CE,2014,19570
2306504,Itapiúna - CE,2015,19724
2306504,Itapiúna - CE,2016,19872
2306504,Itapiúna - CE,2017,20014
2306504,Itapiúna - CE,2018,20133
2306504,Itapiúna - CE,2019,20382
2306504,Itapiúna - CE,2020,20520
2306504,Itapiúna - CE,2021,20653
2306504,Itapiúna - CE,2024,18228
2306553,Itarema - CE,2014,39955
2306553,Itarema - CE,2015,40398
2306553,Itarema - CE,2016,40822
2306553,Itarema - CE,2017,41230
2306553,Itarema - CE,2018,41445
2306553,Itarema - CE,2019,41826
2306553,Itarema - CE,2020,42215
2306553,Itarema - CE,2021,42595
2306553,Itarema - CE,2024,45465
2306603,Itatira - CE,2014,20077
2306603,Itatira - CE,2015,20285
2306603,Itatira - CE,2016,20484
2306603,Itatira - CE,2017,20675
2306603,Itatira - CE,2018,20786
2306603,Itatira - CE,2019,21647
2306603,Itatira - CE,2020,21836
2306603,Itatira - CE,2021,22018
2306603,Itatira - CE,2024,21087
2306702,Jaguaretama - CE,2014,18018
2306702,Jaguaretama - CE,2015,17997
2306702,Jaguaretama - CE,2016,17977
2306702,Jaguaretama - CE,2017,17958
2306702,Jaguaretama - CE,2018,18102
2306702,Jaguaretama - CE,2019,18162
2306702,Jaguaretama - CE,2020,18147
2306702,Jaguaretama - CE,2021,18133
2306702,Jaguaretama - CE,2024,17625
2306801,Jaguaribara - CE,2014,10999
2306801,Jaguaribara - CE,2015,11102
2306801,Jaguaribara - CE,2016,11200
2306801,Jaguaribara - CE,2017,11295
2306801,Jaguaribara - CE,2018,11359
2306801,Jaguaribara - CE,2019,11401
2306801,Jaguaribara - CE,2020,11492
2306801,Jaguaribara - CE,2021,11580
2306801,Jaguaribara - CE,2024,10656
2306900,Jaguaribe - CE,2014,34621
2306900,Jaguaribe - CE,2015,34561
2306900,Jaguaribe - CE,2016,34503
2306900,Jaguaribe - CE,2017,34448
2306900,Jaguaribe - CE,2018,34729
2306900,Jaguaribe - CE,2019,34682
2306900,Jaguaribe - CE,2020,34636
2306900,Jaguaribe - CE,2021,34592
2306900,Jaguaribe - CE,2024,35124
2307007,Jaguaruana - CE,2014,33324
2307007,Jaguaruana - CE,2015,33469
2307007,Jaguaruana - CE,2016,33607
2307007,Jaguaruana - CE,2017,33740
2307007,Jaguaruana - CE,2018,33967
2307007,Jaguaruana - CE,2019,33705
2307007,Jaguaruana - CE,2020,33834
2307007,Jaguaruana - CE,2021,33960
2307007,Jaguaruana - CE,2024,33070
2307106,Jardim - CE,2014,27069
2307106,Jardim - CE,2015,27072
2307106,Jardim - CE,2016,27074
2307106,Jardim - CE,2017,27076
2307106,Jardim - CE,2018,27284
2307106,Jardim - CE,2019,27174
2307106,Jardim - CE,2020,27181
2307106,Jardim - CE,2021,27187
2307106,Jardim - CE,2024,28707
2307205,Jati - CE,2014,7785
2307205,Jati - CE,2015,7807
2307205,Jati - CE,2016,7827
2307205,Jati - CE,2017,7847
2307205,Jati - CE,2018,7902
2307205,Jati - CE,2019,8111
2307205,Jati - CE,2020,8130
2307205,Jati - CE,2021,8150
2307205,Jati - CE,2024,8100
2307254,Jijoca de Jericoacoara - CE,2014,18616
2307254,Jijoca de Jericoacoara - CE,2015,18926
2307254,Jijoca de Jericoacoara - CE,2016,19224
2307254,Jijoca de Jericoacoara - CE,2017,19510
2307254,Jijoca de Jericoacoara - CE,2018,19587
2307254,Jijoca de Jericoacoara - CE,2019,19816
2307254,Jijoca de Jericoacoara - CE,2020,20087
2307254,Jijoca de Jericoacoara - CE,2021,20351
2307254,Jijoca de Jericoacoara - CE,2024,27662
2307304,Juazeiro do Norte - CE,2014,263704
2307304,Juazeiro do Norte - CE,2015,266022
2307304,Juazeiro do Norte - CE,2016,268248
2307304,Juazeiro do Norte - CE,2017,270383
2307304,Juazeiro do Norte - CE,2018,271926
2307304,Juazeiro do Norte - CE,2019,274207
2307304,Juazeiro do Norte - CE,2020,276264
2307304,Juazeiro do Norte - CE,2021,278264
2307304,Juazeiro do Norte - CE,2024,303004
2307403,Jucás - CE,2014,24417
2307403,Jucás - CE,2015,24479
2307403,Jucás - CE,2016,24540
2307403,Jucás - CE,2017,24597
2307403,Jucás - CE,2018,24773
2307403,Jucás - CE,2019,24833
2307403,Jucás - CE,2020,24892
2307403,Jucás - CE,2021,24949
2307403,Jucás - CE,2024,24591
2307502,Lavras da Mangabeira - CE,2014,31409
2307502,Lavras da Mangabeira - CE,2015,31383
2307502,Lavras da Mangabeira - CE,2016,31359
2307502,Lavras da Mangabeira - CE,2017,31335
2307502,Lavras da Mangabeira - CE,2018,31584
2307502,Lavras da Mangabeira - CE,2019,31508
2307502,Lavras da Mangabeira - CE,2020,31492
2307502,Lavras da Mangabeira - CE,2021,31476
2307502,Lavras da Mangabeira - CE,2024,32123
2307601,Limoeiro do Norte - CE,2014,57782
2307601,Limoeiro do Norte - CE,2015,58175
2307601,Limoeiro do Norte - CE,2016,58552
2307601,Limoeiro do Norte - CE,2017,58915
2307601,Limoeiro do Norte - CE,2018,59278
2307601,Limoeiro do Norte - CE,2019,59540
2307601,Limoeiro do Norte - CE,2020,59890
2307601,Limoeiro do Norte - CE,2021,60232
2307601,Limoeiro do Norte - CE,2024,62285
2307635,Madalena - CE,2014,19225
2307635,Madalena - CE,2015,19425
2307635,Madalena - CE,2016,19616
2307635,Madalena - CE,2017,19800
2307635,Madalena - CE,2018,19906
2307635,Madalena - CE,2019,19691
2307635,Madalena - CE,2020,19864
2307635,Madalena - CE,2021,20031
2307635,Madalena - CE,2024,17264
2307650,Maracanaú - CE,2014,219749
2307650,Maracanaú - CE,2015,221504
2307650,Maracanaú - CE,2016,223188
2307650,Maracanaú - CE,2017,224804
2307650,Maracanaú - CE,2018,226128
2307650,Maracanaú - CE,2019,227886
2307650,Maracanaú - CE,2020,229458
2307650,Maracanaú - CE,2021,230986
2307650,Maracanaú - CE,2024,249684
2307700,Maranguape - CE,2014,122020
2307700,Maranguape - CE,2015,123570
2307700,Maranguape - CE,2016,125058
2307700,Maranguape - CE,2017,126486
2307700,Maranguape - CE,2018,127098
2307700,Maranguape - CE,2019,128978
2307700,Maranguape - CE,2020,130346
2307700,Maranguape - CE,2021,131677
2307700,Maranguape - CE,2024,108937
2307809,Marco - CE,2014,26219
2307809,Marco - CE,2015,26484
2307809,Marco - CE,2016,26738
2307809,Marco - CE,2017,26981
2307809,Marco - CE,2018,27127
2307809,Marco - CE,2019,27361
2307809,Marco - CE,2020,27595
2307809,Marco - CE,2021,27822
2307809,Marco - CE,2024,27064
2307908,Martinópole - CE,2014,10796
2307908,Martinópole - CE,2015,10895
2307908,Martinópole - CE,2016,10990
2307908,Martinópole - CE,2017,11082
2307908,Martinópole - CE,2018,11143
2307908,Martinópole - CE,2019,11233
2307908,Martinópole - CE,2020,11321
2307908,Martinópole - CE,2021,11407
2307908,Martinópole - CE,2024,11232
2308005,Massapê - CE,2014,37214
2308005,Massapê - CE,2015,37560
2308005,Massapê - CE,2016,37892
2308005,Massapê - CE,2017,38210
2308005,Massapê - CE,2018,38424
2308005,Massapê - CE,2019,38737
2308005,Massapê - CE,2020,39044
2308005,Massapê - CE,2021,39341
2308005,Massapê - CE,2024,39633
2308104,Mauriti - CE,2014,45881
2308104,Mauriti - CE,2015,46113
2308104,Mauriti - CE,2016,46335
2308104,Mauriti - CE,2017,46548
2308104,Mauriti - CE,2018,46854
2308104,Mauriti - CE,2019,47962
2308104,Mauriti - CE,2020,48168
2308104,Mauriti - CE,2021,48370
2308104,Mauriti - CE,2024,47406
2308203,Meruoca - CE,2014,14529
2308203,Meruoca - CE,2015,14674
2308203,Meruoca - CE,2016,14814
2308203,Meruoca - CE,2017,14948
2308203,Meruoca - CE,2018,15030
2308203,Meruoca - CE,2019,15057
2308203,Meruoca - CE,2020,15185
2308203,Meruoca - CE,2021,15309
2308203,Meruoca - CE,2024,15749
2308302,Milagres - CE,2014,28419
2308302,Milagres - CE,2015,28354
2308302,Milagres - CE,2016,28292
2308302,Milagres - CE,2017,28231
2308302,Milagres - CE,2018,28466
2308302,Milagres - CE,2019,27512
2308302,Milagres - CE,2020,27462
2308302,Milagres - CE,2021,27413
2308302,Milagres - CE,2024,26860
2308351,Milhã - CE,2014,13188
2308351,Milhã - CE,2015,13170
2308351,Milhã - CE,2016,13152
2308351,Milhã - CE,2017,13136
2308351,Milhã - CE,2018,13241
2308351,Milhã - CE,2019,13155
2308351,Milhã - CE,2020,13142
2308351,Milhã - CE,2021,13129
2308351,Milhã - CE,2024,14635
2308377,Miraíma - CE,2014,13345
2308377,Miraíma - CE,2015,13428
2308377,Miraíma - CE,2016,13507
2308377,Miraíma - CE,2017,13583
2308377,Miraíma - CE,2018,13669
2308377,Miraíma - CE,2019,13818
2308377,Miraíma - CE,2020,13894
2308377,Miraíma - CE,2021,13965
2308377,Miraíma - CE,2024,14736
2308401,Missão Velha - CE,2014,35150
2308401,Missão Velha - CE,2015,35240
2308401,Missão Velha - CE,2016,35326
2308401,Missão Velha - CE,2017,35409
2308401,Missão Velha - CE,2018,35662
2308401,Missão Velha - CE,2019,35393
2308401,Missão Velha - CE,2020,35480
2308401,Missão Velha - CE,2021,35566
2308401,Missão Velha - CE,2024,38767
2308500,Mombaça - CE,2014,43557
2308500,Mombaça - CE,2015,43619
2308500,Mombaça - CE,2016,43678
2308500,Mombaça - CE,2017,43735
2308500,Mombaça - CE,2018,44060
2308500,Mombaça - CE,2019,43797
2308500,Mombaça - CE,2020,43858
2308500,Mombaça - CE,2021,43917
2308500,Mombaça - CE,2024,38649
2308609,Monsenhor Tabosa - CE,2014,16998
2308609,Monsenhor Tabosa - CE,2015,17012
2308609,Monsenhor Tabosa - CE,2016,17025
2308609,Monsenhor Tabosa - CE,2017,17038
2308609,Monsenhor Tabosa - CE,2018,17167
2308609,Monsenhor Tabosa - CE,2019,17234
2308609,Monsenhor Tabosa - CE,2020,17249
2308609,Monsenhor Tabosa - CE,2021,17264
2308609,Monsenhor Tabosa - CE,2024,17664
2308708,Morada Nova - CE,2014,62091
2308708,Morada Nova - CE,2015,61903
2308708,Morada Nova - CE,2016,61722
2308708,Morada Nova - CE,2017,61548
2308708,Morada Nova - CE,2018,62069
2308708,Morada Nova - CE,2019,61890
2308708,Morada Nova - CE,2020,61738
2308708,Morada Nova - CE,2021,61590
2308708,Morada Nova - CE,2024,65323
2308807,Moraújo - CE,2014,8457
2308807,Moraújo - CE,2015,8520
2308807,Moraújo - CE,2016,8579
2308807,Moraújo - CE,2017,8636
2308807,Moraújo - CE,2018,8689
2308807,Moraújo - CE,2019,8724
2308807,Moraújo - CE,2020,8779
2308807,Moraújo - CE,2021,8833
2308807,Moraújo - CE,2024,8516
2308906,Morrinhos - CE,2014,21737
2308906,Morrinhos - CE,2015,21905
2308906,Morrinhos - CE,2016,22067
2308906,Morrinhos - CE,2017,22222
2308906,Morrinhos - CE,2018,22354
2308906,Morrinhos - CE,2019,22534
2308906,Morrinhos - CE,2020,22685
2308906,Morrinhos - CE,2021,22830
2308906,Morrinhos - CE,2024,23608
2309003,Mucambo - CE,2014,14346
2309003,Mucambo - CE,2015,14357
2309003,Mucambo - CE,2016,14367
2309003,Mucambo - CE,2017,14377
2309003,Mucambo - CE,2018,14485
2309003,Mucambo - CE,2019,14537
2309003,Mucambo - CE,2020,14549
2309003,Mucambo - CE,2021,14561
2309003,Mucambo - CE,2024,14009
2309102,Mulungu - CE,2014,12364
2309102,Mulungu - CE,2015,12526
2309102,Mulungu - CE,2016,12682
2309102,Mulungu - CE,2017,12831
2309102,Mulungu - CE,2018,12892
2309102,Mulungu - CE,2019,10823
2309102,Mulungu - CE,2020,10941
2309102,Mulungu - CE,2021,11056
2309102,Mulungu - CE,2024,10993
2309201,Nova Olinda - CE,2014,15048
2309201,Nova Olinda - CE,2015,15181
2309201,Nova Olinda - CE,2016,15310
2309201,Nova Olinda - CE,2017,15433
2309201,Nova Olinda - CE,2018,15520
2309201,Nova Olinda - CE,2019,15565
2309201,Nova Olinda - CE,2020,15684
2309201,Nova Olinda - CE,2021,15798
2309201,Nova Olinda - CE,2024,15960
2309300,Nova Russas - CE,2014,31783
2309300,Nova Russas - CE,2015,31870
2309300,Nova Russas - CE,2016,31954
2309300,Nova Russas - CE,2017,32035
2309300,Nova Russas - CE,2018,32262
2309300,Nova Russas - CE,2019,32328
2309300,Nova Russas - CE,2020,32408
2309300,Nova Russas - CE,2021,32487
2309300,Nova Russas - CE,2024,32014
2309409,Novo Oriente - CE,2014,28149
2309409,Novo Oriente - CE,2015,28220
2309409,Novo Oriente - CE,2016,28288
2309409,Novo Oriente - CE,2017,28353
2309409,Novo Oriente - CE,2018,28557
2309409,Novo Oriente - CE,2019,28607
2309409,Novo Oriente - CE,2020,28673
2309409,Novo Oriente - CE,2021,28737
2309409,Novo Oriente - CE,2024,29043
2309458,Ocara - CE,2014,24979
2309458,Ocara - CE,2015,25123
2309458,Ocara - CE,2016,25261
2309458,Ocara - CE,2017,25394
2309458,Ocara - CE,2018,25557
2309458,Ocara - CE,2019,25703
2309458,Ocara - CE,2020,25833
2309458,Ocara - CE,2021,25958
2309458,Ocara - CE,2024,25218
2309508,Orós - CE,2014,21447
2309508,Orós - CE,2015,21394
2309508,Orós - CE,2016,21342
2309508,Orós - CE,2017,21292
2309508,Orós - CE,2018,21471
2309508,Orós - CE,2019,21427
2309508,Orós - CE,2020,21384
2309508,Orós - CE,2021,21342
2309508,Orós - CE,2024,20019
2309607,Pacajus - CE,2014,67678
2309607,Pacajus - CE,2015,68800
2309607,Pacajus - CE,2016,69877
2309607,Pacajus - CE,2017,70911
2309607,Pacajus - CE,2018,71193
2309607,Pacajus - CE,2019,72203
2309607,Pacajus - CE,2020,73188
2309607,Pacajus - CE,2021,74145
2309607,Pacajus - CE,2024,74825
2309706,Pacatuba - CE,2014,79077
2309706,Pacatuba - CE,2015,80378
2309706,Pacatuba - CE,2016,81627
2309706,Pacatuba - CE,2017,82824
2309706,Pacatuba - CE,2018,83157
2309706,Pacatuba - CE,2019,83432
2309706,Pacatuba - CE,2020,84554
2309706,Pacatuba - CE,2021,85647
2309706,Pacatuba - CE,2024,85873
2309805,Pacoti - CE,2014,11884
2309805,Pacoti - CE,2015,11910
2309805,Pacoti - CE,2016,11936
2309805,Pacoti - CE,2017,11960
2309805,Pacoti - CE,2018,12046
2309805,Pacoti - CE,2019,12261
2309805,Pacoti - CE,2020,12288
2309805,Pacoti - CE,2021,12313
2309805,Pacoti - CE,2024,11442
2309904,Pacujá - CE,2014,6150
2309904,Pacujá - CE,2015,6168
2309904,Pacujá - CE,2016,6186
2309904,Pacujá - CE,2017,6202
2309904,Pacujá - CE,2018,6246
2309904,Pacujá - CE,2019,6533
2309904,Pacujá - CE,2020,6549
2309904,Pacujá - CE,2021,6565
2309904,Pacujá - CE,2024,6345
2310001,Palhano - CE,2014,9169
2310001,Palhano - CE,2015,9209
2310001,Palhano - CE,2016,9248
2310001,Palhano - CE,2017,9285
2310001,Palhano - CE,2018,9348
2310001,Palhano - CE,2019,9386
2310001,Palhano - CE,2020,9422
2310001,Palhano - CE,2021,9458
2310001,Palhano - CE,2024,9671
2310100,Palmácia - CE,2014,12762
2310100,Palmácia - CE,2015,12895
2310100,Palmácia - CE,2016,13022
2310100,Palmácia - CE,2017,13145
2310100,Palmácia - CE,2018,13214
2310100,Palmácia - CE,2019,13322
2310100,Palmácia - CE,2020,13439
2310100,Palmácia - CE,2021,13553
2310100,Palmácia - CE,2024,10339
2310209,Paracuru - CE,2014,33178
2310209,Paracuru - CE,2015,33426
2310209,Paracuru - CE,2016,33665
2310209,Paracuru - CE,2017,33894
2310209,Paracuru - CE,2018,34097
2310209,Paracuru - CE,2019,35076
2310209,Paracuru - CE,2020,35304
2310209,Paracuru - CE,2021,35526
2310209,Paracuru - CE,2024,41447
2310258,Paraipaba - CE,2014,31705
2310258,Paraipaba - CE,2015,31986
2310258,Paraipaba - CE,2016,32256
2310258,Paraipaba - CE,2017,32515
2310258,Paraipaba - CE,2018,32700
2310258,Paraipaba - CE,2019,32744
2310258,Paraipaba - CE,2020,32992
2310258,Paraipaba - CE,2021,33232
2310258,Paraipaba - CE,2024,33896
2310308,Parambu - CE,2014,31376
2310308,Parambu - CE,2015,31293
2310308,Parambu - CE,2016,31213
2310308,Parambu - CE,2017,31137
2310308,Parambu - CE,2018,31398
2310308,Parambu - CE,2019,31521
2310308,Parambu - CE,2020,31455
2310308,Parambu - CE,2021,31391
2310308,Parambu - CE,2024,32816
2310407,Paramoti - CE,2014,11533
2310407,Paramoti - CE,2015,11549
2310407,Paramoti - CE,2016,11564
2310407,Paramoti - CE,2017,11578
2310407,Paramoti - CE,2018,11664
2310407,Paramoti - CE,2019,12226
2310407,Paramoti - CE,2020,12252
2310407,Paramoti - CE,2021,12276
2310407,Paramoti - CE,2024,10528
2310506,Pedra Branca - CE,2014,42696
2310506,Pedra Branca - CE,2015,42746
2310506,Pedra Branca - CE,2016,42795
2310506,Pedra Branca - CE,2017,42841
2310506,Pedra Branca - CE,2018,43160
2310506,Pedra Branca - CE,2019,43258
2310506,Pedra Branca - CE,2020,43309
2310506,Pedra Branca - CE,2021,43359
2310506,Pedra Branca - CE,2024,42257
2310605,Penaforte - CE,2014,8743
2310605,Penaforte - CE,2015,8817
2310605,Penaforte - CE,2016,8888
2310605,Penaforte - CE,2017,8956
2310605,Penaforte - CE,2018,9010
2310605,Penaforte - CE,2019,9077
2310605,Penaforte - CE,2020,9143
2310605,Penaforte - CE,2021,9207
2310605,Penaforte - CE,2024,9308
2310704,Pentecoste - CE,2014,36611
2310704,Pentecoste - CE,2015,36773
2310704,Pentecoste - CE,2016,36928
2310704,Pentecoste - CE,2017,37077
2310704,Pentecoste - CE,2018,37326
2310704,Pentecoste - CE,2019,37751
2310704,Pentecoste - CE,2020,37900
2310704,Pentecoste - CE,2021,38045
2310704,Pentecoste - CE,2024,39715
2310803,Pereiro - CE,2014,16089
2310803,Pereiro - CE,2015,16115
2310803,Pereiro - CE,2016,16139
2310803,Pereiro - CE,2017,16163
2310803,Pereiro - CE,2018,16281
2310803,Pereiro - CE,2019,16307
2310803,Pereiro - CE,2020,16331
2310803,Pereiro - CE,2021,16356
2310803,Pereiro - CE,2024,15869
2310852,Pindoretama - CE,2014,19975
2310852,Pindoretama - CE,2015,20207
2310852,Pindoretama - CE,2016,20430
2310852,Pindoretama - CE,2017,20644
2310852,Pindoretama - CE,2018,20748
2310852,Pindoretama - CE,2019,20567
2310852,Pindoretama - CE,2020,20769
2310852,Pindoretama - CE,2021,20964
2310852,Pindoretama - CE,2024,24607
2310902,Piquet Carneiro - CE,2014,16318
2310902,Piquet Carneiro - CE,2015,16461
2310902,Piquet Carneiro - CE,2016,16599
2310902,Piquet Carneiro - CE,2017,16731
2310902,Piquet Carneiro - CE,2018,16827
2310902,Piquet Carneiro - CE,2019,16959
2310902,Piquet Carneiro - CE,2020,17086
2310902,Piquet Carneiro - CE,2021,17210
2310902,Piquet Carneiro - CE,2024,17202
2310951,Pires Ferreira - CE,2014,10616
2310951,Pires Ferreira - CE,2015,10674
2310951,Pires Ferreira - CE,2016,10730
2310951,Pires Ferreira - CE,2017,10784
2310951,Pires Ferreira - CE,2018,10853
2310951,Pires Ferreira - CE,2019,10951
2310951,Pires Ferreira - CE,2020,11001
2310951,Pires Ferreira - CE,2021,11052
2310951,Pires Ferreira - CE,2024,10952
2311009,Poranga - CE,2014,12214
2311009,Poranga - CE,2015,12224
2311009,Poranga - CE,2016,12234
2311009,Poranga - CE,2017,12243
2311009,Poranga - CE,2018,12334
2311009,Poranga - CE,2019,12336
2311009,Poranga - CE,2020,12347
2311009,Poranga - CE,2021,12358
2311009,Poranga - CE,2024,12423
2311108,Porteiras - CE,2014,15058
2311108,Porteiras - CE,2015,15010
2311108,Porteiras - CE,2016,14965
2311108,Porteiras - CE,2017,14921
2311108,Porteiras - CE,2018,15047
2311108,Porteiras - CE,2019,14996
2311108,Porteiras - CE,2020,14958
2311108,Porteiras - CE,2021,14920
2311108,Porteiras - CE,2024,17745
2311207,Potengi - CE,2014,10722
2311207,Potengi - CE,2015,10790
2311207,Potengi - CE,2016,10856
2311207,Potengi - CE,2017,10918
2311207,Potengi - CE,2018,10986
2311207,Potengi - CE,2019,11045
2311207,Potengi - CE,2020,11106
2311207,Potengi - CE,2021,11165
2311207,Potengi - CE,2024,8926
2311231,Potiretama - CE,2014,6299
2311231,Potiretama - CE,2015,6318
2311231,Potiretama - CE,2016,6337
2311231,Potiretama - CE,2017,6356
2311231,Potiretama - CE,2018,6400
2311231,Potiretama - CE,2019,6419
2311231,Potiretama - CE,2020,6437
2311231,Potiretama - CE,2021,6455
2311231,Potiretama - CE,2024,6129
2311264,Quiterianópolis - CE,2014,20600
2311264,Quiterianópolis - CE,2015,20690
2311264,Quiterianópolis - CE,2016,20777
2311264,Quiterianópolis - CE,2017,20860
2311264,Quiterianópolis - CE,2018,21000
2311264,Quiterianópolis - CE,2019,21084
2311264,Quiterianópolis - CE,2020,21166
2311264,Quiterianópolis - CE,2021,21246
2311264,Quiterianópolis - CE,2024,20506
2311306,Quixadá - CE,2014,84684
2311306,Quixadá - CE,2015,85351
2311306,Quixadá - CE,2016,85991
2311306,Quixadá - CE,2017,86605
2311306,Quixadá - CE,2018,87116
2311306,Quixadá - CE,2019,87728
2311306,Quixadá - CE,2020,88321
2311306,Quixadá - CE,2021,88899
2311306,Quixadá - CE,2024,88483
2311355,Quixelô - CE,2014,14997
2311355,Quixelô - CE,2015,14949
2311355,Quixelô - CE,2016,14903
2311355,Quixelô - CE,2017,14860
2311355,Quixelô - CE,2018,14986
2311355,Quixelô - CE,2019,16178
2311355,Quixelô - CE,2020,16147
2311355,Quixelô - CE,2021,16116
2311355,Quixelô - CE,2024,16992
2311405,Quixeramobim - CE,2014,76386
2311405,Quixeramobim - CE,2015,77174
2311405,Quixeramobim - CE,2016,77931
2311405,Quixeramobim - CE,2017,78658
2311405,Quixeramobim - CE,2018,79081
2311405,Quixeramobim - CE,2019,81082
2311405,Quixeramobim - CE,2020,81778
2311405,Quixeramobim - CE,2021,82455
2311405,Quixeramobim - CE,2024,85797
2311504,Quixeré - CE,2014,21410
2311504,Quixeré - CE,2015,21572
2311504,Quixeré - CE,2016,21728
2311504,Quixeré - CE,2017,21876
2311504,Quixeré - CE,2018,22008
2311504,Quixeré - CE,2019,22149
2311504,Quixeré - CE,2020,22293
2311504,Quixeré - CE,2021,22432
2311504,Quixeré - CE,2024,21607
2311603,Redenção - CE,2014,27182
2311603,Redenção - CE,2015,27272
2311603,Redenção - CE,2016,27358
2311603,Redenção - CE,2017,27441
2311603,Redenção - CE,2018,27633
2311603,Redenção - CE,2019,29053
2311603,Redenção - CE,2020,29146
2311603,Redenção - CE,2021,29238
2311603,Redenção - CE,2024,28359
2311702,Reriutaba - CE,2014,19145
2311702,Reriutaba - CE,2015,19015
2311702,Reriutaba - CE,2016,18889
2311702,Reriutaba - CE,2017,18769
2311702,Reriutaba - CE,2018,18945
2311702,Reriutaba - CE,2019,18491
2311702,Reriutaba - CE,2020,18385
2311702,Reriutaba - CE,2021,18279
2311702,Reriutaba - CE,2024,19059
2311801,Russas - CE,2014,74243
2311801,Russas - CE,2015,75018
2311801,Russas - CE,2016,75762
2311801,Russas - CE,2017,76475
2311801,Russas - CE,2018,76884
2311801,Russas - CE,2019,78194
2311801,Russas - CE,2020,78882
2311801,Russas - CE,2021,79550
2311801,Russas - CE,2024,74582
2311900,Saboeiro - CE,2014,15793
2311900,Saboeiro - CE,2015,15753
2311900,Saboeiro - CE,2016,15715
2311900,Saboeiro - CE,2017,15678
2311900,Saboeiro - CE,2018,15808
2311900,Saboeiro - CE,2019,15819
2311900,Saboeiro - CE,2020,15788
2311900,Saboeiro - CE,2021,15757
2311900,Saboeiro - CE,2024,14036
2311959,Salitre - CE,2014,16070
2311959,Salitre - CE,2015,16161
2311959,Salitre - CE,2016,16248
2311959,Salitre - CE,2017,16331
2311959,Salitre - CE,2018,16435
2311959,Salitre - CE,2019,16554
2311959,Salitre - CE,2020,16635
2311959,Salitre - CE,2021,16714
2311959,Salitre - CE,2024,17220
2312007,Santana do Acaraú - CE,2014,31369
2312007,Santana do Acaraú - CE,2015,31596
2312007,Santana do Acaraú - CE,2016,31814
2312007,Santana do Acaraú - CE,2017,32023
2312007,Santana do Acaraú - CE,2018,32216
2312007,Santana do Acaraú - CE,2019,32452
2312007,Santana do Acaraú - CE,2020,32654
2312007,Santana do Acaraú - CE,2021,32851
2312007,Santana do Acaraú - CE,2024,32043
2312106,Santana do Cariri - CE,2014,17457
2312106,Santana do Cariri - CE,2015,17468
2312106,Santana do Cariri - CE,2016,17479
2312106,Santana do Cariri - CE,2017,17489
2312106,Santana do Cariri - CE,2018,17622
2312106,Santana do Cariri - CE,2019,17700
2312106,Santana do Cariri - CE,2020,17712
