cod_ibge,municipio,ano,obitos
2305001,Guaraciaba do Norte - CE,2020,320
2305001,Guaraciaba do Norte - CE,2021,339
2305001,Guaraciaba do Norte - CE,2022,331
2305100,Guaramiranga - CE,2020,33
2305100,Guaramiranga - CE,2021,30
2305100,Guaramiranga - CE,2022,50
2305209,Hidrolândia - CE,2020,136
2305209,Hidrolândia - CE,2021,142
2305209,Hidrolândia - CE,2022,127
2305233,Horizonte - CE,2020,470
2305233,Horizonte - CE,2021,554
2305233,Horizonte - CE,2022,416
2305266,Ibaretama - CE,2020,93
2305266,Ibaretama - CE,2021,109
2305266,Ibaretama - CE,2022,96
2305308,Ibiapina - CE,2020,172
2305308,Ibiapina - CE,2021,188
2305308,Ibiapina - CE,2022,184
2305332,Ibicuitinga - CE,2020,96
2305332,Ibicuitinga - CE,2021,106
2305332,Ibicuitinga - CE,2022,106
2305357,Icapuí - CE,2020,119
2305357,Icapuí - CE,2021,131
2305357,Icapuí - CE,2022,129
2305407,Icó - CE,2020,479
2305407,Icó - CE,2021,529
2305407,Icó - CE,2022,489
2305506,Iguatu - CE,2020,740
2305506,Iguatu - CE,2021,810
2305506,Iguatu - CE,2022,747
2305605,Independência - CE,2020,209
2305605,Independência - CE,2021,226
2305605,Independência - CE,2022,219
2305654,Ipaporanga - CE,2020,99
2305654,Ipaporanga - CE,2021,128
2305654,Ipaporanga - CE,2022,87
2305704,Ipaumirim - CE,2020,98
2305704,Ipaumirim - CE,2021,91
2305704,Ipaumirim - CE,2022,93
2305803,Ipu - CE,2020,332
2305803,Ipu - CE,2021,368
2305803,Ipu - CE,2022,285
2305902,Ipueiras - CE,2020,330
2305902,Ipueiras - CE,2021,344
2305902,Ipueiras - CE,2022,331
2306009,Iracema - CE,2020,149
2306009,Iracema - CE,2021,117
2306009,Iracema - CE,2022,129
2306108,Irauçuba - CE,2020,146
2306108,Irauçuba - CE,2021,164
2306108,Irauçuba - CE,2022,149
2306207,Itaiçaba - CE,2020,55
2306207,Itaiçaba - CE,2021,78
2306207,Itaiçaba - CE,2022,57
2306256,Itaitinga - CE,2020,302
2306256,Itaitinga - CE,2021,343
2306256,Itaitinga - CE,2022,254
2306306,Itapajé - CE,2020,396
2306306,Itapajé - CE,2021,352
2306306,Itapajé - CE,2022,302
2306405,Itapipoca - CE,2020,785
2306405,Itapipoca - CE,2021,834
2306405,Itapipoca - CE,2022,744
2306504,Itapiúna - CE,2020,120
2306504,Itapiúna - CE,2021,140
2306504,Itapiúna - CE,2022,123
2306553,Itarema - CE,2020,261
2306553,Itarema - CE,2021,231
2306553,Itarema - CE,2022,270
2306603,Itatira - CE,2020,146
2306603,Itatira - CE,2021,151
2306603,Itatira - CE,2022,128
2306702,Jaguaretama - CE,2020,138
2306702,Jaguaretama - CE,2021,171
2306702,Jaguaretama - CE,2022,136
2306801,Jaguaribara - CE,2020,94
2306801,Jaguaribara - CE,2021,84
2306801,Jaguaribara - CE,2022,102
2306900,Jaguaribe - CE,2020,297
2306900,Jaguaribe - CE,2021,247
2306900,Jaguaribe - CE,2022,294
2307007,Jaguaruana - CE,2020,191
2307007,Jaguaruana - CE,2021,160
2307007,Jaguaruana - CE,2022,188
2307106,Jardim - CE,2020,209
2307106,Jardim - CE,2021,214
2307106,Jardim - CE,2022,214
2307205,Jati - CE,2020,58
2307205,Jati - CE,2021,64
2307205,Jati - CE,2022,61
2307254,Jijoca de Jericoacoara - CE,2020,104
2307254,Jijoca de Jericoacoara - CE,2021,117
2307254,Jijoca de Jericoacoara - CE,2022,124
2307304,Juazeiro do Norte - CE,2020,1715
2307304,Juazeiro do Norte - CE,2021,2198
2307304,Juazeiro do Norte - CE,2022,2064
2307403,Jucás - CE,2020,196
2307403,Jucás - CE,2021,222
2307403,Jucás - CE,2022,180
2307502,Lavras da Mangabeira - CE,2020,250
2307502,Lavras da Mangabeira - CE,2021,253
2307502,Lavras da Mangabeira - CE,2022,245
2307601,Limoeiro do Norte - CE,2020,439
2307601,Limoeiro do Norte - CE,2021,457
2307601,Limoeiro do Norte - CE,2022,455
2307635,Madalena - CE,2020,145
2307635,Madalena - CE,2021,139
2307635,Madalena - CE,2022,113
2307650,Maracanaú - CE,2020,1515
2307650,Maracanaú - CE,2021,1861
2307650,Maracanaú - CE,2022,1452
2307700,Maranguape - CE,2020,782
2307700,Maranguape - CE,2021,758
2307700,Maranguape - CE,2022,659
2307809,Marco - CE,2020,187
2307809,Marco - CE,2021,160
2307809,Marco - CE,2022,163
2307908,Martinópole - CE,2020,76
2307908,Martinópole - CE,2021,90
2307908,Martinópole - CE,2022,75
2308005,Massapê - CE,2020,264
2308005,Massapê - CE,2021,267
2308005,Massapê - CE,2022,229
2308104,Mauriti - CE,2020,296
2308104,Mauriti - CE,2021,364
2308104,Mauriti - CE,2022,309
2308203,Meruoca - CE,2020,115
2308203,Meruoca - CE,2021,108
2308203,Meruoca - CE,2022,101
2308302,Milagres - CE,2020,191
2308302,Milagres - CE,2021,233
2308302,Milagres - CE,2022,202
2308351,Milhã - CE,2020,114
2308351,Milhã - CE,2021,137
2308351,Milhã - CE,2022,96
2308377,Miraíma - CE,2020,74
2308377,Miraíma - CE,2021,67
2308377,Miraíma - CE,2022,70
2308401,Missão Velha - CE,2020,226
2308401,Missão Velha - CE,2021,261
2308401,Missão Velha - CE,2022,265
2308500,Mombaça - CE,2020,346
2308500,Mombaça - CE,2021,360
2308500,Mombaça - CE,2022,346
2308609,Monsenhor Tabosa - CE,2020,160
2308609,Monsenhor Tabosa - CE,2021,146
2308609,Monsenhor Tabosa - CE,2022,142
2308708,Morada Nova - CE,2020,519
2308708,Morada Nova - CE,2021,561
2308708,Morada Nova - CE,2022,488
2308807,Moraújo - CE,2020,54
2308807,Moraújo - CE,2021,77
2308807,Moraújo - CE,2022,74
2308906,Morrinhos - CE,2020,120
2308906,Morrinhos - CE,2021,131
2308906,Morrinhos - CE,2022,120
2309003,Mucambo - CE,2020,108
2309003,Mucambo - CE,2021,171
2309003,Mucambo - CE,2022,127
2309102,Mulungu - CE,2020,65
2309102,Mulungu - CE,2021,75
2309102,Mulungu - CE,2022,89
2309201,Nova Olinda - CE,2020,122
2309201,Nova Olinda - CE,2021,131
2309201,Nova Olinda - CE,2022,124
2309300,Nova Russas - CE,2020,252
2309300,Nova Russas - CE,2021,326
2309300,Nova Russas - CE,2022,270
2309409,Novo Oriente - CE,2020,226
2309409,Novo Oriente - CE,2021,264
2309409,Novo Oriente - CE,2022,251
2309458,Ocara - CE,2020,187
2309458,Ocara - CE,2021,211
2309458,Ocara - CE,2022,172
2309508,Orós - CE,2020,183
2309508,Orós - CE,2021,255
2309508,Orós - CE,2022,237
2309607,Pacajus - CE,2020,474
2309607,Pacajus - CE,2021,533
2309607,Pacajus - CE,2022,456
2309706,Pacatuba - CE,2020,442
2309706,Pacatuba - CE,2021,533
2309706,Pacatuba - CE,2022,413
2309805,Pacoti - CE,2020,92
2309805,Pacoti - CE,2021,95
2309805,Pacoti - CE,2022,102
2309904,Pacujá - CE,2020,52
2309904,Pacujá - CE,2021,65
2309904,Pacujá - CE,2022,50
2310001,Palhano - CE,2020,74
2310001,Palhano - CE,2021,69
2310001,Palhano - CE,2022,93
2310100,Palmácia - CE,2020,57
2310100,Palmácia - CE,2021,74
2310100,Palmácia - CE,2022,82
2310209,Paracuru - CE,2020,239
2310209,Paracuru - CE,2021,280
2310209,Paracuru - CE,2022,282
2310258,Paraipaba - CE,2020,203
2310258,Paraipaba - CE,2021,233
2310258,Paraipaba - CE,2022,213
2310308,Parambu - CE,2020,245
2310308,Parambu - CE,2021,289
2310308,Parambu - CE,2022,250
2310407,Paramoti - CE,2020,72
2310407,Paramoti - CE,2021,97
2310407,Paramoti - CE,2022,84
2310506,Pedra Branca - CE,2020,332
2310506,Pedra Branca - CE,2021,378
2310506,Pedra Branca - CE,2022,357
2310605,Penaforte - CE,2020,70
2310605,Penaforte - CE,2021,64
2310605,Penaforte - CE,2022,86
2310704,Pentecoste - CE,2020,267
2310704,Pentecoste - CE,2021,303
2310704,Pentecoste - CE,2022,257
2310803,Pereiro - CE,2020,114
2310803,Pereiro - CE,2021,114
2310803,Pereiro - CE,2022,132
2310852,Pindoretama - CE,2020,158
2310852,Pindoretama - CE,2021,166
2310852,Pindoretama - CE,2022,146
2310902,Piquet Carneiro - CE,2020,130
2310902,Piquet Carneiro - CE,2021,133
2310902,Piquet Carneiro - CE,2022,133
2310951,Pires Ferreira - CE,2020,70
2310951,Pires Ferreira - CE,2021,59
2310951,Pires Ferreira - CE,2022,70
2311009,Poranga - CE,2020,100
2311009,Poranga - CE,2021,114
2311009,Poranga - CE,2022,108
2311108,Porteiras - CE,2020,97
2311108,Porteiras - CE,2021,150
2311108,Porteiras - CE,2022,106
2311207,Potengi - CE,2020,64
2311207,Potengi - CE,2021,64
2311207,Potengi - CE,2022,78
2311231,Potiretama - CE,2020,34
2311231,Potiretama - CE,2021,42
2311231,Potiretama - CE,2022,62
2311264,Quiterianópolis - CE,2020,154
2311264,Quiterianópolis - CE,2021,157
2311264,Quiterianópolis - CE,2022,147
2311306,Quixadá - CE,2020,604
2311306,Quixadá - CE,2021,648
2311306,Quixadá - CE,2022,530
2311355,Quixelô - CE,2020,119
2311355,Quixelô - CE,2021,144
2311355,Quixelô - CE,2022,125
2311405,Quixeramobim - CE,2020,619
2311405,Quixeramobim - CE,2021,609
2311405,Quixeramobim - CE,2022,578
2311504,Quixeré - CE,2020,144
2311504,Quixeré - CE,2021,183
2311504,Quixeré - CE,2022,134
2311603,Redenção - CE,2020,229
2311603,Redenção - CE,2021,217
2311603,Redenção - CE,2022,208
2311702,Reriutaba - CE,2020,154
2311702,Reriutaba - CE,2021,177
2311702,Reriutaba - CE,2022,159
2311801,Russas - CE,2020,485
2311801,Russas - CE,2021,561
2311801,Russas - CE,2022,530
2311900,Saboeiro - CE,2020,135
2311900,Saboeiro - CE,2021,139
2311900,Saboeiro - CE,2022,123
2311959,Salitre - CE,2020,130
2311959,Salitre - CE,2021,125
2311959,Salitre - CE,2022,122
2312007,Santana do Acaraú - CE,2020,219
2312007,Santana do Acaraú - CE,2021,257
2312007,Santana do Acaraú - CE,2022,193
2312106,Santana do Cariri - CE,2020,102
2312106,Santana do Cariri - CE,2021,119
2312106,Santana do Cariri - CE,2022,118
2312205,Santa Quitéria - CE,2020,295
2312205,Santa Quitéria - CE,2021,326
2312205,Santa Quitéria - CE,2022,315
2312304,São Benedito - CE,2020,280
2312304,São Benedito - CE,2021,413
2312304,São Benedito - CE,2022,393
2312403,São Gonçalo do Amarante - CE,2020,329
2312403,São Gonçalo do Amarante - CE,2021,397
2312403,São Gonçalo do Amarante - CE,2022,342
2312502,São João do Jaguaribe - CE,2020,84
2312502,São João do Jaguaribe - CE,2021,75
2312502,São João do Jaguaribe - CE,2022,86
2312601,São Luís do Curu - CE,2020,106
2312601,São Luís do Curu - CE,2021,113
2312601,São Luís do Curu - CE,2022,77
2312700,Senador Pompeu - CE,2020,231
2312700,Senador Pompeu - CE,2021,220
2312700,Senador Pompeu - CE,2022,233
2312809,Senador Sá - CE,2020,63
2312809,Senador Sá - CE,2021,46
2312809,Senador Sá - CE,2022,38
2312908,Sobral - CE,2020,1389
2312908,Sobral - CE,2021,1545
2312908,Sobral - CE,2022,1209
2313005,Solonópole - CE,2020,144
2313005,Solonópole - CE,2021,173
2313005,Solonópole - CE,2022,144
2313104,Tabuleiro do Norte - CE,2020,220
2313104,Tabuleiro do Norte - CE,2021,265
2313104,Tabuleiro do Norte - CE,2022,260
2313203,Tamboril - CE,2020,206
2313203,Tamboril - CE,2021,252
2313203,Tamboril - CE,2022,226
2313252,Tarrafas - CE,2020,59
2313252,Tarrafas - CE,2021,60
2313252,Tarrafas - CE,2022,65
2313302,Tauá - CE,2020,456
2313302,Tauá - CE,2021,509
2313302,Tauá - CE,2022,471
2313351,Tejuçuoca - CE,2020,115
2313351,Tejuçuoca - CE,2021,88
2313351,Tejuçuoca - CE,2022,97
2313401,Tianguá - CE,2020,505
2313401,Tianguá - CE,2021,557
2313401,Tianguá - CE,2022,488
2313500,Trairi - CE,2020,332
2313500,Trairi - CE,2021,362
2313500,Trairi - CE,2022,351
2313559,Tururu - CE,2020,110
2313559,Tururu - CE,2021,125
2313559,Tururu - CE,2022,102
2313609,Ubajara - CE,2020,260
2313609,Ubajara - CE,2021,273
2313609,Ubajara - CE,2022,242
2313708,Umari - CE,2020,65
2313708,Umari - CE,2021,76
2313708,Umari - CE,2022,75
2313757,Umirim - CE,2020,139
2313757,Umirim - CE,2021,144
2313757,Umirim - CE,2022,111
2313807,Uruburetama - CE,2020,138
2313807,Uruburetama - CE,2021,146
2313807,Uruburetama - CE,2022,143
2313906,Uruoca - CE,2020,73
2313906,Uruoca - CE,2021,109
2313906,Uruoca - CE,2022,86
2313955,Varjota - CE,2020,151
2313955,Varjota - CE,2021,144
2313955,Varjota - CE,2022,136
2314003,Várzea Alegre - CE,2020,310
2314003,Várzea Alegre - CE,2021,322
2314003,Várzea Alegre - CE,2022,340
2314102,Viçosa do Ceará - CE,2020,436
2314102,Viçosa do Ceará - CE,2021,423
2314102,Viçosa do Ceará - CE,2022,374
2300101,Abaiara - CE,2017,61
2300101,Abaiara - CE,2018,59
2300101,Abaiara - CE,2019,62
2300150,Acarape - CE,2017,81
2300150,Acarape - CE,2018,93
2300150,Acarape - CE,2019,78
2300200,Acaraú - CE,2017,331
2300200,Acaraú - CE,2018,317
2300200,Acaraú - CE,2019,348
2300309,Acopiara - CE,2017,387
2300309,Acopiara - CE,2018,389
2300309,Acopiara - CE,2019,370
2300408,Aiuaba - CE,2017,95
2300408,Aiuaba - CE,2018,83
2300408,Aiuaba - CE,2019,75
2300507,Alcântaras - CE,2017,68
2300507,Alcântaras - CE,2018,70
2300507,Alcântaras - CE,2019,74
2300606,Altaneira - CE,2017,56
2300606,Altaneira - CE,2018,53
2300606,Altaneira - CE,2019,68
2300705,Alto Santo - CE,2017,104
2300705,Alto Santo - CE,2018,102
2300705,Alto Santo - CE,2019,91
2300754,Amontada - CE,2017,171
2300754,Amontada - CE,2018,199
2300754,Amontada - CE,2019,243
2300804,Antonina do Norte - CE,2017,54
2300804,Antonina do Norte - CE,2018,59
2300804,Antonina do Norte - CE,2019,39
2300903,Apuiarés - CE,2017,77
2300903,Apuiarés - CE,2018,84
2300903,Apuiarés - CE,2019,100
2301000,Aquiraz - CE,2017,441
2301000,Aquiraz - CE,2018,439
2301000,Aquiraz - CE,2019,454
2301109,Aracati - CE,2017,409
2301109,Aracati - CE,2018,396
2301109,Aracati - CE,2019,412
2301208,Aracoiaba - CE,2017,209
2301208,Aracoiaba - CE,2018,195
2301208,Aracoiaba - CE,2019,199
2301257,Ararendá - CE,2017,76
2301257,Ararendá - CE,2018,85
2301257,Ararendá - CE,2019,88
2301307,Araripe - CE,2017,105
2301307,Araripe - CE,2018,127
2301307,Araripe - CE,2019,143
2301406,Aratuba - CE,2017,74
2301406,Aratuba - CE,2018,62
2301406,Aratuba - CE,2019,55
2301505,Arneiroz - CE,2017,32
2301505,Arneiroz - CE,2018,54
2301505,Arneiroz - CE,2019,55
2301604,Assaré - CE,2017,144
2301604,Assaré - CE,2018,126
2301604,Assaré - CE,2019,143
2301703,Aurora - CE,2017,179
2301703,Aurora - CE,2018,158
2301703,Aurora - CE,2019,173
2301802,Baixio - CE,2017,37
2301802,Baixio - CE,2018,51
2301802,Baixio - CE,2019,41
2301851,Banabuiú - CE,2017,92
2301851,Banabuiú - CE,2018,98
2301851,Banabuiú - CE,2019,86
2301901,Barbalha - CE,2017,405
2301901,Barbalha - CE,2018,405
2301901,Barbalha - CE,2019,450
2301950,Barreira - CE,2017,135
2301950,Barreira - CE,2018,120
2301950,Barreira - CE,2019,151
2302008,Barro - CE,2017,164
2302008,Barro - CE,2018,150
2302008,Barro - CE,2019,155
2302057,Barroquinha - CE,2017,81
2302057,Barroquinha - CE,2018,59
2302057,Barroquinha - CE,2019,96
2302107,Baturité - CE,2017,216
2302107,Baturité - CE,2018,221
2302107,Baturité - CE,2019,247
2302206,Beberibe - CE,2017,291
2302206,Beberibe - CE,2018,303
2302206,Beberibe - CE,2019,291
2302305,Bela Cruz - CE,2017,163
2302305,Bela Cruz - CE,2018,180
2302305,Bela Cruz - CE,2019,163
2302404,Boa Viagem - CE,2017,327
2302404,Boa Viagem - CE,2018,375
2302404,Boa Viagem - CE,2019,329
2302503,Brejo Santo - CE,2017,269
2302503,Brejo Santo - CE,2018,252
2302503,Brejo Santo - CE,2019,275
2302602,Camocim - CE,2017,318
2302602,Camocim - CE,2018,407
2302602,Camocim - CE,2019,364
2302701,Campos Sales - CE,2017,182
2302701,Campos Sales - CE,2018,192
2302701,Campos Sales - CE,2019,179
2302800,Canindé - CE,2017,580
2302800,Canindé - CE,2018,503
2302800,Canindé - CE,2019,482
2302909,Capistrano - CE,2017,100
2302909,Capistrano - CE,2018,123
2302909,Capistrano - CE,2019,109
2303006,Caridade - CE,2017,94
2303006,Caridade - CE,2018,91
2303006,Caridade - CE,2019,99
2303105,Cariré - CE,2017,126
2303105,Cariré - CE,2018,152
2303105,Cariré - CE,2019,112
2303204,Caririaçu - CE,2017,196
2303204,Caririaçu - CE,2018,188
2303204,Caririaçu - CE,2019,161
2303303,Cariús - CE,2017,123
2303303,Cariús - CE,2018,104
2303303,Cariús - CE,2019,132
2303402,Carnaubal - CE,2017,105
2303402,Carnaubal - CE,2018,115
2303402,Carnaubal - CE,2019,119
2303501,Cascavel - CE,2017,446
2303501,Cascavel - CE,2018,420
2303501,Cascavel - CE,2019,439
2303600,Catarina - CE,2017,94
2303600,Catarina - CE,2018,74
2303600,Catarina - CE,2019,84
2303659,Catunda - CE,2017,58
2303659,Catunda - CE,2018,78
2303659,Catunda - CE,2019,81
2303709,Caucaia - CE,2017,1907
2303709,Caucaia - CE,2018,1813
2303709,Caucaia - CE,2019,1750
2303808,Cedro - CE,2017,221
2303808,Cedro - CE,2018,217
2303808,Cedro - CE,2019,210
2303907,Chaval - CE,2017,87
2303907,Chaval - CE,2018,83
2303907,Chaval - CE,2019,91
2303931,Choró - CE,2017,78
2303931,Choró - CE,2018,67
2303931,Choró - CE,2019,65
2303956,Chorozinho - CE,2017,128
2303956,Chorozinho - CE,2018,134
2303956,Chorozinho - CE,2019,118
2304004,Coreaú - CE,2017,139
2304004,Coreaú - CE,2018,150
2304004,Coreaú - CE,2019,148
2304103,Crateús - CE,2017,587
2304103,Crateús - CE,2018,574
2304103,Crateús - CE,2019,597
2304202,Crato - CE,2017,910
2304202,Crato - CE,2018,805
2304202,Crato - CE,2019,924
2304236,Croatá - CE,2017,127
2304236,Croatá - CE,2018,125
2304236,Croatá - CE,2019,137
2304251,Cruz - CE,2017,143
2304251,Cruz - CE,2018,137
2304251,Cruz - CE,2019,167
2304269,Deputado Irapuan Pinheiro - CE,2017,75
2304269,Deputado Irapuan Pinheiro - CE,2018,78
2304269,Deputado Irapuan Pinheiro - CE,2019,87
2304277,Ereré - CE,2017,52
2304277,Ereré - CE,2018,46
2304277,Ereré - CE,2019,53
2304285,Eusébio - CE,2017,323
2304285,Eusébio - CE,2018,278
2304285,Eusébio - CE,2019,290
2304301,Farias Brito - CE,2017,124
2304301,Farias Brito - CE,2018,125
2304301,Farias Brito - CE,2019,137
2304350,Forquilha - CE,2017,123
2304350,Forquilha - CE,2018,169
2304350,Forquilha - CE,2019,172
2304400,Fortaleza - CE,2017,17344
2304400,Fortaleza - CE,2018,15845
2304400,Fortaleza - CE,2019,14939
2304459,Fortim - CE,2017,87
2304459,Fortim - CE,2018,102
2304459,Fortim - CE,2019,90
2304509,Frecheirinha - CE,2017,100
2304509,Frecheirinha - CE,2018,78
2304509,Frecheirinha - CE,2019,112
2304608,General Sampaio - CE,2017,48
2304608,General Sampaio - CE,2018,42
2304608,General Sampaio - CE,2019,41
2304657,Graça - CE,2017,104
2304657,Graça - CE,2018,106
2304657,Graça - CE,2019,121
2304707,Granja - CE,2017,268
2304707,Granja - CE,2018,267
2304707,Granja - CE,2019,317
2304806,Granjeiro - CE,2017,22
2304806,Granjeiro - CE,2018,20
2304806,Granjeiro - CE,2019,26
2304905,Groaíras - CE,2017,72
2304905,Groaíras - CE,2018,80
2304905,Groaíras - CE,2019,74
2304954,Guaiúba - CE,2017,137
2304954,Guaiúba - CE,2018,134
2304954,Guaiúba - CE,2019,141
2305001,Guaraciaba do Norte - CE,2017,261
2305001,Guaraciaba do Norte - CE,2018,266
2305001,Guaraciaba do Norte - CE,2019,287
2305100,Guaramiranga - CE,2017,21
2305100,Guaramiranga - CE,2018,46
2305100,Guaramiranga - CE,2019,30
2305209,Hidrolândia - CE,2017,148
2305209,Hidrolândia - CE,2018,139
2305209,Hidrolândia - CE,2019,127
2305233,Horizonte - CE,2017,337
2305233,Horizonte - CE,2018,321
2305233,Horizonte - CE,2019,348
2305266,Ibaretama - CE,2017,79
2305266,Ibaretama - CE,2018,68
2305266,Ibaretama - CE,2019,72
2305308,Ibiapina - CE,2017,175
2305308,Ibiapina - CE,2018,166
2305308,Ibiapina - CE,2019,173
2305332,Ibicuitinga - CE,2017,77
2305332,Ibicuitinga - CE,2018,72
2305332,Ibicuitinga - CE,2019,76
2305357,Icapuí - CE,2017,103
2305357,Icapuí - CE,2018,92
2305357,Icapuí - CE,2019,100
2305407,Icó - CE,2017,473
2305407,Icó - CE,2018,414
2305407,Icó - CE,2019,437
2305506,Iguatu - CE,2017,696
2305506,Iguatu - CE,2018,647
2305506,Iguatu - CE,2019,739
2305605,Independência - CE,2017,198
2305605,Independência - CE,2018,148
2305605,Independência - CE,2019,203
2305654,Ipaporanga - CE,2017,98
2305654,Ipaporanga - CE,2018,81
2305654,Ipaporanga - CE,2019,100
2305704,Ipaumirim - CE,2017,74
2305704,Ipaumirim - CE,2018,71
2305704,Ipaumirim - CE,2019,87
2305803,Ipu - CE,2017,278
2305803,Ipu - CE,2018,289
2305803,Ipu - CE,2019,297
2305902,Ipueiras - CE,2017,265
2305902,Ipueiras - CE,2018,282
2305902,Ipueiras - CE,2019,303
2306009,Iracema - CE,2017,108
2306009,Iracema - CE,2018,104
2306009,Iracema - CE,2019,279
2306108,Irauçuba - CE,2017,134
2306108,Irauçuba - CE,2018,113
2306108,Irauçuba - CE,2019,130
2306207,Itaiçaba - CE,2017,62
2306207,Itaiçaba - CE,2018,53
2306207,Itaiçaba - CE,2019,38
2306256,Itaitinga - CE,2017,217
2306256,Itaitinga - CE,2018,248
2306256,Itaitinga - CE,2019,227
2306306,Itapajé - CE,2017,336
2306306,Itapajé - CE,2018,314
2306306,Itapajé - CE,2019,242
2306405,Itapipoca - CE,2017,712
2306405,Itapipoca - CE,2018,660
2306405,Itapipoca - CE,2019,610
2306504,Itapiúna - CE,2017,111
2306504,Itapiúna - CE,2018,134
2306504,Itapiúna - CE,2019,110
2306553,Itarema - CE,2017,234
2306553,Itarema - CE,2018,217
2306553,Itarema - CE,2019,198
2306603,Itatira - CE,2017,108
2306603,Itatira - CE,2018,124
2306603,Itatira - CE,2019,114
2306702,Jaguaretama - CE,2017,110
2306702,Jaguaretama - CE,2018,146
2306702,Jaguaretama - CE,2019,130
2306801,Jaguaribara - CE,2017,83
2306801,Jaguaribara - CE,2018,61
2306801,Jaguaribara - CE,2019,64
2306900,Jaguaribe - CE,2017,253
2306900,Jaguaribe - CE,2018,235
2306900,Jaguaribe - CE,2019,239
2307007,Jaguaruana - CE,2017,184
2307007,Jaguaruana - CE,2018,156
2307007,Jaguaruana - CE,2019,164
2307106,Jardim - CE,2017,174
2307106,Jardim - CE,2018,177
2307106,Jardim - CE,2019,193
2307205,Jati - CE,2017,45
2307205,Jati - CE,2018,43
2307205,Jati - CE,2019,39
2307254,Jijoca de Jericoacoara - CE,2017,75
2307254,Jijoca de Jericoacoara - CE,2018,88
2307254,Jijoca de Jericoacoara - CE,2019,85
2307304,Juazeiro do Norte - CE,2017,1765
2307304,Juazeiro do Norte - CE,2018,1729
2307304,Juazeiro do Norte - CE,2019,1796
2307403,Jucás - CE,2017,174
2307403,Jucás - CE,2018,173
2307403,Jucás - CE,2019,161
2307502,Lavras da Mangabeira - CE,2017,214
2307502,Lavras da Mangabeira - CE,2018,254
2307502,Lavras da Mangabeira - CE,2019,238
2307601,Limoeiro do Norte - CE,2017,402
2307601,Limoeiro do Norte - CE,2018,391
2307601,Limoeiro do Norte - CE,2019,392
2307635,Madalena - CE,2017,106
2307635,Madalena - CE,2018,103
2307635,Madalena - CE,2019,112
2307650,Maracanaú - CE,2017,1399
2307650,Maracanaú - CE,2018,1259
2307650,Maracanaú - CE,2019,1254
2307700,Maranguape - CE,2017,666
2307700,Maranguape - CE,2018,703
2307700,Maranguape - CE,2019,623
2307809,Marco - CE,2017,114
2307809,Marco - CE,2018,146
2307809,Marco - CE,2019,132
2307908,Martinópole - CE,2017,56
2307908,Martinópole - CE,2018,59
2307908,Martinópole - CE,2019,61
2308005,Massapê - CE,2017,212
2308005,Massapê - CE,2018,238
2308005,Massapê - CE,2019,214
2308104,Mauriti - CE,2017,253
2308104,Mauriti - CE,2018,230
2308104,Mauriti - CE,2019,250
2308203,Meruoca - CE,2017,79
2308203,Meruoca - CE,2018,89
2308203,Meruoca - CE,2019,75
2308302,Milagres - CE,2017,191
2308302,Milagres - CE,2018,177
2308302,Milagres - CE,2019,201
2308351,Milhã - CE,2017,109
2308351,Milhã - CE,2018,117
2308351,Milhã - CE,2019,107
2308377,Miraíma - CE,2017,61
2308377,Miraíma - CE,2018,62
2308377,Miraíma - CE,2019,79
2308401,Missão Velha - CE,2017,226
2308401,Missão Velha - CE,2018,212
2308401,Missão Velha - CE,2019,231
2308500,Mombaça - CE,2017,236
2308500,Mombaça - CE,2018,282
2308500,Mombaça - CE,2019,295
2308609,Monsenhor Tabosa - CE,2017,113
2308609,Monsenhor Tabosa - CE,2018,134
2308609,Monsenhor Tabosa - CE,2019,128
2308708,Morada Nova - CE,2017,452
2308708,Morada Nova - CE,2018,451
2308708,Morada Nova - CE,2019,438
2308807,Moraújo - CE,2017,46
2308807,Moraújo - CE,2018,59
2308807,Moraújo - CE,2019,52
2308906,Morrinhos - CE,2017,105
2308906,Morrinhos - CE,2018,104
2308906,Morrinhos - CE,2019,112
2309003,Mucambo - CE,2017,126
2309003,Mucambo - CE,2018,100
2309003,Mucambo - CE,2019,99
2309102,Mulungu - CE,2017,70
2309102,Mulungu - CE,2018,73
2309102,Mulungu - CE,2019,50
2309201,Nova Olinda - CE,2017,99
2309201,Nova Olinda - CE,2018,84
2309201,Nova Olinda - CE,2019,102
2309300,Nova Russas - CE,2017,237
2309300,Nova Russas - CE,2018,238
2309300,Nova Russas - CE,2019,237
2309409,Novo Oriente - CE,2017,210
2309409,Novo Oriente - CE,2018,186
2309409,Novo Oriente - CE,2019,186
2309458,Ocara - CE,2017,194
2309458,Ocara - CE,2018,158
2309458,Ocara - CE,2019,169
2309508,Orós - CE,2017,181
2309508,Orós - CE,2018,160
2309508,Orós - CE,2019,174
2309607,Pacajus - CE,2017,428
2309607,Pacajus - CE,2018,378
2309607,Pacajus - CE,2019,389
2309706,Pacatuba - CE,2017,349
2309706,Pacatuba - CE,2018,363
2309706,Pacatuba - CE,2019,326
2309805,Pacoti - CE,2017,89
2309805,Pacoti - CE,2018,73
2309805,Pacoti - CE,2019,83
2309904,Pacujá - CE,2017,43
2309904,Pacujá - CE,2018,40
2309904,Pacujá - CE,2019,55
2310001,Palhano - CE,2017,61
2310001,Palhano - CE,2018,69
2310001,Palhano - CE,2019,48
2310100,Palmácia - CE,2017,73
2310100,Palmácia - CE,2018,66
2310100,Palmácia - CE,2019,61
2310209,Paracuru - CE,2017,198
