cod_ibge,municipio,ano,nascimentos
2309458,Ocara - CE,2017,261
2309458,Ocara - CE,2018,301
2309458,Ocara - CE,2019,291
2309508,Orós - CE,2014,242
2309508,Orós - CE,2015,273
2309508,Orós - CE,2016,265
2309508,Orós - CE,2017,258
2309508,Orós - CE,2018,245
2309508,Orós - CE,2019,257
2309607,Pacajus - CE,2014,1014
2309607,Pacajus - CE,2015,1075
2309607,Pacajus - CE,2016,950
2309607,Pacajus - CE,2017,973
2309607,Pacajus - CE,2018,983
2309607,Pacajus - CE,2019,992
2309706,Pacatuba - CE,2014,935
2309706,Pacatuba - CE,2015,1011
2309706,Pacatuba - CE,2016,895
2309706,Pacatuba - CE,2017,1056
2309706,Pacatuba - CE,2018,1043
2309706,Pacatuba - CE,2019,1057
2309805,Pacoti - CE,2014,158
2309805,Pacoti - CE,2015,179
2309805,Pacoti - CE,2016,169
2309805,Pacoti - CE,2017,168
2309805,Pacoti - CE,2018,166
2309805,Pacoti - CE,2019,165
2309904,Pacujá - CE,2014,78
2309904,Pacujá - CE,2015,86
2309904,Pacujá - CE,2016,71
2309904,Pacujá - CE,2017,88
2309904,Pacujá - CE,2018,80
2309904,Pacujá - CE,2019,73
2310001,Palhano - CE,2014,115
2310001,Palhano - CE,2015,127
2310001,Palhano - CE,2016,102
2310001,Palhano - CE,2017,94
2310001,Palhano - CE,2018,109
2310001,Palhano - CE,2019,104
2310100,Palmácia - CE,2014,128
2310100,Palmácia - CE,2015,127
2310100,Palmácia - CE,2016,144
2310100,Palmácia - CE,2017,132
2310100,Palmácia - CE,2018,108
2310100,Palmácia - CE,2019,145
2310209,Paracuru - CE,2014,563
2310209,Paracuru - CE,2015,561
2310209,Paracuru - CE,2016,626
2310209,Paracuru - CE,2017,652
2310209,Paracuru - CE,2018,598
2310209,Paracuru - CE,2019,590
2310258,Paraipaba - CE,2014,443
2310258,Paraipaba - CE,2015,511
2310258,Paraipaba - CE,2016,431
2310258,Paraipaba - CE,2017,422
2310258,Paraipaba - CE,2018,471
2310258,Paraipaba - CE,2019,416
2310308,Parambu - CE,2014,399
2310308,Parambu - CE,2015,400
2310308,Parambu - CE,2016,384
2310308,Parambu - CE,2017,469
2310308,Parambu - CE,2018,424
2310308,Parambu - CE,2019,419
2310407,Paramoti - CE,2014,154
2310407,Paramoti - CE,2015,153
2310407,Paramoti - CE,2016,136
2310407,Paramoti - CE,2017,132
2310407,Paramoti - CE,2018,159
2310407,Paramoti - CE,2019,117
2310506,Pedra Branca - CE,2014,520
2310506,Pedra Branca - CE,2015,536
2310506,Pedra Branca - CE,2016,499
2310506,Pedra Branca - CE,2017,516
2310506,Pedra Branca - CE,2018,493
2310506,Pedra Branca - CE,2019,477
2310605,Penaforte - CE,2014,155
2310605,Penaforte - CE,2015,166
2310605,Penaforte - CE,2016,165
2310605,Penaforte - CE,2017,163
2310605,Penaforte - CE,2018,190
2310605,Penaforte - CE,2019,206
2310704,Pentecoste - CE,2014,508
2310704,Pentecoste - CE,2015,592
2310704,Pentecoste - CE,2016,511
2310704,Pentecoste - CE,2017,537
2310704,Pentecoste - CE,2018,597
2310704,Pentecoste - CE,2019,567
2310803,Pereiro - CE,2014,240
2310803,Pereiro - CE,2015,208
2310803,Pereiro - CE,2016,209
2310803,Pereiro - CE,2017,191
2310803,Pereiro - CE,2018,222
2310803,Pereiro - CE,2019,228
2310852,Pindoretama - CE,2014,312
2310852,Pindoretama - CE,2015,344
2310852,Pindoretama - CE,2016,378
2310852,Pindoretama - CE,2017,311
2310852,Pindoretama - CE,2018,327
2310852,Pindoretama - CE,2019,355
2310902,Piquet Carneiro - CE,2014,141
2310902,Piquet Carneiro - CE,2015,150
2310902,Piquet Carneiro - CE,2016,158
2310902,Piquet Carneiro - CE,2017,136
2310902,Piquet Carneiro - CE,2018,146
2310902,Piquet Carneiro - CE,2019,159
2310951,Pires Ferreira - CE,2014,95
2310951,Pires Ferreira - CE,2015,111
2310951,Pires Ferreira - CE,2016,93
2310951,Pires Ferreira - CE,2017,120
2310951,Pires Ferreira - CE,2018,116
2310951,Pires Ferreira - CE,2019,87
2311009,Poranga - CE,2014,164
2311009,Poranga - CE,2015,173
2311009,Poranga - CE,2016,182
2311009,Poranga - CE,2017,187
2311009,Poranga - CE,2018,208
2311009,Poranga - CE,2019,162
2311108,Porteiras - CE,2014,261
2311108,Porteiras - CE,2015,229
2311108,Porteiras - CE,2016,227
2311108,Porteiras - CE,2017,239
2311108,Porteiras - CE,2018,259
2311108,Porteiras - CE,2019,234
2311207,Potengi - CE,2014,124
2311207,Potengi - CE,2015,126
2311207,Potengi - CE,2016,121
2311207,Potengi - CE,2017,118
2311207,Potengi - CE,2018,124
2311207,Potengi - CE,2019,134
2311231,Potiretama - CE,2014,88
2311231,Potiretama - CE,2015,78
2311231,Potiretama - CE,2016,77
2311231,Potiretama - CE,2017,90
2311231,Potiretama - CE,2018,83
2311231,Potiretama - CE,2019,84
2311264,Quiterianópolis - CE,2014,251
2311264,Quiterianópolis - CE,2015,260
2311264,Quiterianópolis - CE,2016,213
2311264,Quiterianópolis - CE,2017,253
2311264,Quiterianópolis - CE,2018,255
2311264,Quiterianópolis - CE,2019,255
2311306,Quixadá - CE,2014,1314
2311306,Quixadá - CE,2015,1382
2311306,Quixadá - CE,2016,1214
2311306,Quixadá - CE,2017,1267
2311306,Quixadá - CE,2018,1423
2311306,Quixadá - CE,2019,1378
2311355,Quixelô - CE,2014,169
2311355,Quixelô - CE,2015,214
2311355,Quixelô - CE,2016,160
2311355,Quixelô - CE,2017,172
2311355,Quixelô - CE,2018,212
2311355,Quixelô - CE,2019,178
2311405,Quixeramobim - CE,2014,980
2311405,Quixeramobim - CE,2015,1038
2311405,Quixeramobim - CE,2016,984
2311405,Quixeramobim - CE,2017,999
2311405,Quixeramobim - CE,2018,1176
2311405,Quixeramobim - CE,2019,1174
2311504,Quixeré - CE,2014,312
2311504,Quixeré - CE,2015,327
2311504,Quixeré - CE,2016,266
2311504,Quixeré - CE,2017,272
2311504,Quixeré - CE,2018,249
2311504,Quixeré - CE,2019,260
2311603,Redenção - CE,2014,447
2311603,Redenção - CE,2015,468
2311603,Redenção - CE,2016,418
2311603,Redenção - CE,2017,425
2311603,Redenção - CE,2018,364
2311603,Redenção - CE,2019,408
2311702,Reriutaba - CE,2014,250
2311702,Reriutaba - CE,2015,250
2311702,Reriutaba - CE,2016,236
2311702,Reriutaba - CE,2017,237
2311702,Reriutaba - CE,2018,242
2311702,Reriutaba - CE,2019,247
2311801,Russas - CE,2014,947
2311801,Russas - CE,2015,1036
2311801,Russas - CE,2016,911
2311801,Russas - CE,2017,989
2311801,Russas - CE,2018,995
2311801,Russas - CE,2019,928
2311900,Saboeiro - CE,2014,173
2311900,Saboeiro - CE,2015,194
2311900,Saboeiro - CE,2016,212
2311900,Saboeiro - CE,2017,230
2311900,Saboeiro - CE,2018,225
2311900,Saboeiro - CE,2019,195
2311959,Salitre - CE,2014,231
2311959,Salitre - CE,2015,277
2311959,Salitre - CE,2016,247
2311959,Salitre - CE,2017,272
2311959,Salitre - CE,2018,299
2311959,Salitre - CE,2019,267
2312007,Santana do Acaraú - CE,2014,464
2312007,Santana do Acaraú - CE,2015,432
2312007,Santana do Acaraú - CE,2016,416
2312007,Santana do Acaraú - CE,2017,438
2312007,Santana do Acaraú - CE,2018,414
2312007,Santana do Acaraú - CE,2019,431
2312106,Santana do Cariri - CE,2014,199
2312106,Santana do Cariri - CE,2015,221
2312106,Santana do Cariri - CE,2016,242
2312106,Santana do Cariri - CE,2017,209
2312106,Santana do Cariri - CE,2018,221
2312106,Santana do Cariri - CE,2019,233
2312205,Santa Quitéria - CE,2014,554
2312205,Santa Quitéria - CE,2015,569
2312205,Santa Quitéria - CE,2016,509
2312205,Santa Quitéria - CE,2017,495
2312205,Santa Quitéria - CE,2018,532
2312205,Santa Quitéria - CE,2019,565
2312304,São Benedito - CE,2014,746
2312304,São Benedito - CE,2015,784
2312304,São Benedito - CE,2016,764
2312304,São Benedito - CE,2017,760
2312304,São Benedito - CE,2018,779
2312304,São Benedito - CE,2019,808
2312403,São Gonçalo do Amarante - CE,2014,774
2312403,São Gonçalo do Amarante - CE,2015,870
2312403,São Gonçalo do Amarante - CE,2016,886
2312403,São Gonçalo do Amarante - CE,2017,900
2312403,São Gonçalo do Amarante - CE,2018,897
2312403,São Gonçalo do Amarante - CE,2019,870
2312502,São João do Jaguaribe - CE,2014,73
2312502,São João do Jaguaribe - CE,2015,75
2312502,São João do Jaguaribe - CE,2016,74
2312502,São João do Jaguaribe - CE,2017,80
2312502,São João do Jaguaribe - CE,2018,79
2312502,São João do Jaguaribe - CE,2019,91
2312601,São Luís do Curu - CE,2014,205
2312601,São Luís do Curu - CE,2015,169
2312601,São Luís do Curu - CE,2016,146
2312601,São Luís do Curu - CE,2017,152
2312601,São Luís do Curu - CE,2018,164
2312601,São Luís do Curu - CE,2019,153
2312700,Senador Pompeu - CE,2014,298
2312700,Senador Pompeu - CE,2015,303
2312700,Senador Pompeu - CE,2016,306
2312700,Senador Pompeu - CE,2017,318
2312700,Senador Pompeu - CE,2018,307
2312700,Senador Pompeu - CE,2019,285
2312809,Senador Sá - CE,2014,84
2312809,Senador Sá - CE,2015,88
2312809,Senador Sá - CE,2016,111
2312809,Senador Sá - CE,2017,77
2312809,Senador Sá - CE,2018,97
2312809,Senador Sá - CE,2019,109
2312908,Sobral - CE,2014,3457
2312908,Sobral - CE,2015,3448
2312908,Sobral - CE,2016,3267
2312908,Sobral - CE,2017,3273
2312908,Sobral - CE,2018,3382
2312908,Sobral - CE,2019,3259
2313005,Solonópole - CE,2014,174
2313005,Solonópole - CE,2015,194
2313005,Solonópole - CE,2016,199
2313005,Solonópole - CE,2017,199
2313005,Solonópole - CE,2018,182
2313005,Solonópole - CE,2019,209
2313104,Tabuleiro do Norte - CE,2014,402
2313104,Tabuleiro do Norte - CE,2015,403
2313104,Tabuleiro do Norte - CE,2016,361
2313104,Tabuleiro do Norte - CE,2017,369
2313104,Tabuleiro do Norte - CE,2018,383
2313104,Tabuleiro do Norte - CE,2019,399
2313203,Tamboril - CE,2014,303
2313203,Tamboril - CE,2015,332
2313203,Tamboril - CE,2016,267
2313203,Tamboril - CE,2017,290
2313203,Tamboril - CE,2018,330
2313203,Tamboril - CE,2019,326
2313252,Tarrafas - CE,2014,67
2313252,Tarrafas - CE,2015,70
2313252,Tarrafas - CE,2016,101
2313252,Tarrafas - CE,2017,109
2313252,Tarrafas - CE,2018,98
2313252,Tarrafas - CE,2019,101
2313302,Tauá - CE,2014,741
2313302,Tauá - CE,2015,743
2313302,Tauá - CE,2016,774
2313302,Tauá - CE,2017,726
2313302,Tauá - CE,2018,768
2313302,Tauá - CE,2019,768
2313351,Tejuçuoca - CE,2014,278
2313351,Tejuçuoca - CE,2015,279
2313351,Tejuçuoca - CE,2016,286
2313351,Tejuçuoca - CE,2017,260
2313351,Tejuçuoca - CE,2018,287
2313351,Tejuçuoca - CE,2019,251
2313401,Tianguá - CE,2014,1279
2313401,Tianguá - CE,2015,1349
2313401,Tianguá - CE,2016,1449
2313401,Tianguá - CE,2017,1472
2313401,Tianguá - CE,2018,1514
2313401,Tianguá - CE,2019,1454
2313500,Trairi - CE,2014,746
2313500,Trairi - CE,2015,706
2313500,Trairi - CE,2016,754
2313500,Trairi - CE,2017,849
2313500,Trairi - CE,2018,893
2313500,Trairi - CE,2019,788
2313559,Tururu - CE,2014,273
2313559,Tururu - CE,2015,298
2313559,Tururu - CE,2016,277
2313559,Tururu - CE,2017,251
2313559,Tururu - CE,2018,256
2313559,Tururu - CE,2019,226
2313609,Ubajara - CE,2014,497
2313609,Ubajara - CE,2015,471
2313609,Ubajara - CE,2016,533
2313609,Ubajara - CE,2017,448
2313609,Ubajara - CE,2018,531
2313609,Ubajara - CE,2019,574
2313708,Umari - CE,2014,88
2313708,Umari - CE,2015,95
2313708,Umari - CE,2016,73
2313708,Umari - CE,2017,92
2313708,Umari - CE,2018,85
2313708,Umari - CE,2019,86
2313757,Umirim - CE,2014,183
2313757,Umirim - CE,2015,252
2313757,Umirim - CE,2016,234
2313757,Umirim - CE,2017,268
2313757,Umirim - CE,2018,313
2313757,Umirim - CE,2019,289
2313807,Uruburetama - CE,2014,337
2313807,Uruburetama - CE,2015,363
2313807,Uruburetama - CE,2016,358
2313807,Uruburetama - CE,2017,322
2313807,Uruburetama - CE,2018,391
2313807,Uruburetama - CE,2019,375
2313906,Uruoca - CE,2014,190
2313906,Uruoca - CE,2015,199
2313906,Uruoca - CE,2016,181
2313906,Uruoca - CE,2017,186
2313906,Uruoca - CE,2018,183
2313906,Uruoca - CE,2019,201
2313955,Varjota - CE,2014,251
2313955,Varjota - CE,2015,270
2313955,Varjota - CE,2016,305
2313955,Varjota - CE,2017,282
2313955,Varjota - CE,2018,335
2313955,Varjota - CE,2019,278
2314003,Várzea Alegre - CE,2014,532
2314003,Várzea Alegre - CE,2015,511
2314003,Várzea Alegre - CE,2016,445
2314003,Várzea Alegre - CE,2017,408
2314003,Várzea Alegre - CE,2018,485
2314003,Várzea Alegre - CE,2019,495
2314102,Viçosa do Ceará - CE,2014,884
2314102,Viçosa do Ceará - CE,2015,955
2314102,Viçosa do Ceará - CE,2016,905
2314102,Viçosa do Ceará - CE,2017,922
2314102,Viçosa do Ceará - CE,2018,1021
2314102,Viçosa do Ceará - CE,2019,963
2300101,Abaiara - CE,2020,149
2300101,Abaiara - CE,2021,136
2300101,Abaiara - CE,2022,141
2300101,Abaiara - CE,2023,122
2300101,Abaiara - CE,2024,105
2300150,Acarape - CE,2020,192
2300150,Acarape - CE,2021,217
2300150,Acarape - CE,2022,222
2300150,Acarape - CE,2023,244
2300150,Acarape - CE,2024,181
2300200,Acaraú - CE,2020,922
2300200,Acaraú - CE,2021,887
2300200,Acaraú - CE,2022,910
2300200,Acaraú - CE,2023,868
2300200,Acaraú - CE,2024,814
2300309,Acopiara - CE,2020,536
2300309,Acopiara - CE,2021,543
2300309,Acopiara - CE,2022,520
2300309,Acopiara - CE,2023,450
2300309,Acopiara - CE,2024,415
2300408,Aiuaba - CE,2020,201
2300408,Aiuaba - CE,2021,169
2300408,Aiuaba - CE,2022,171
2300408,Aiuaba - CE,2023,133
2300408,Aiuaba - CE,2024,151
2300507,Alcântaras - CE,2020,150
2300507,Alcântaras - CE,2021,149
2300507,Alcântaras - CE,2022,128
2300507,Alcântaras - CE,2023,130
2300507,Alcântaras - CE,2024,126
2300606,Altaneira - CE,2020,114
2300606,Altaneira - CE,2021,114
2300606,Altaneira - CE,2022,121
2300606,Altaneira - CE,2023,80
2300606,Altaneira - CE,2024,95
2300705,Alto Santo - CE,2020,175
2300705,Alto Santo - CE,2021,192
2300705,Alto Santo - CE,2022,172
2300705,Alto Santo - CE,2023,145
2300705,Alto Santo - CE,2024,147
2300754,Amontada - CE,2020,682
2300754,Amontada - CE,2021,763
2300754,Amontada - CE,2022,650
2300754,Amontada - CE,2023,685
2300754,Amontada - CE,2024,625
2300804,Antonina do Norte - CE,2020,93
2300804,Antonina do Norte - CE,2021,84
2300804,Antonina do Norte - CE,2022,97
2300804,Antonina do Norte - CE,2023,80
2300804,Antonina do Norte - CE,2024,92
2300903,Apuiarés - CE,2020,156
2300903,Apuiarés - CE,2021,174
2300903,Apuiarés - CE,2022,137
2300903,Apuiarés - CE,2023,147
2300903,Apuiarés - CE,2024,142
2301000,Aquiraz - CE,2020,1017
2301000,Aquiraz - CE,2021,1059
2301000,Aquiraz - CE,2022,1080
2301000,Aquiraz - CE,2023,1135
2301000,Aquiraz - CE,2024,987
2301109,Aracati - CE,2020,954
2301109,Aracati - CE,2021,935
2301109,Aracati - CE,2022,867
2301109,Aracati - CE,2023,817
2301109,Aracati - CE,2024,807
2301208,Aracoiaba - CE,2020,317
2301208,Aracoiaba - CE,2021,342
2301208,Aracoiaba - CE,2022,295
2301208,Aracoiaba - CE,2023,305
2301208,Aracoiaba - CE,2024,281
2301257,Ararendá - CE,2020,148
2301257,Ararendá - CE,2021,133
2301257,Ararendá - CE,2022,151
2301257,Ararendá - CE,2023,167
2301257,Ararendá - CE,2024,110
2301307,Araripe - CE,2020,336
2301307,Araripe - CE,2021,337
2301307,Araripe - CE,2022,295
2301307,Araripe - CE,2023,311
2301307,Araripe - CE,2024,276
2301406,Aratuba - CE,2020,171
2301406,Aratuba - CE,2021,160
2301406,Aratuba - CE,2022,150
2301406,Aratuba - CE,2023,131
2301406,Aratuba - CE,2024,156
2301505,Arneiroz - CE,2020,98
2301505,Arneiroz - CE,2021,90
2301505,Arneiroz - CE,2022,75
2301505,Arneiroz - CE,2023,85
2301505,Arneiroz - CE,2024,75
2301604,Assaré - CE,2020,267
2301604,Assaré - CE,2021,275
2301604,Assaré - CE,2022,251
2301604,Assaré - CE,2023,246
2301604,Assaré - CE,2024,244
2301703,Aurora - CE,2020,302
2301703,Aurora - CE,2021,283
2301703,Aurora - CE,2022,282
2301703,Aurora - CE,2023,237
2301703,Aurora - CE,2024,259
2301802,Baixio - CE,2020,66
2301802,Baixio - CE,2021,63
2301802,Baixio - CE,2022,51
2301802,Baixio - CE,2023,61
2301802,Baixio - CE,2024,59
2301851,Banabuiú - CE,2020,245
2301851,Banabuiú - CE,2021,226
2301851,Banabuiú - CE,2022,203
2301851,Banabuiú - CE,2023,258
2301851,Banabuiú - CE,2024,198
2301901,Barbalha - CE,2020,1247
2301901,Barbalha - CE,2021,1169
2301901,Barbalha - CE,2022,1098
2301901,Barbalha - CE,2023,1058
2301901,Barbalha - CE,2024,1054
2301950,Barreira - CE,2020,376
2301950,Barreira - CE,2021,323
2301950,Barreira - CE,2022,296
2301950,Barreira - CE,2023,298
2301950,Barreira - CE,2024,262
2302008,Barro - CE,2020,220
2302008,Barro - CE,2021,233
2302008,Barro - CE,2022,205
2302008,Barro - CE,2023,187
2302008,Barro - CE,2024,193
2302057,Barroquinha - CE,2020,224
2302057,Barroquinha - CE,2021,216
2302057,Barroquinha - CE,2022,202
2302057,Barroquinha - CE,2023,214
2302057,Barroquinha - CE,2024,210
2302107,Baturité - CE,2020,454
2302107,Baturité - CE,2021,435
2302107,Baturité - CE,2022,438
2302107,Baturité - CE,2023,432
2302107,Baturité - CE,2024,407
2302206,Beberibe - CE,2020,581
2302206,Beberibe - CE,2021,644
2302206,Beberibe - CE,2022,601
2302206,Beberibe - CE,2023,567
2302206,Beberibe - CE,2024,511
2302305,Bela Cruz - CE,2020,381
2302305,Bela Cruz - CE,2021,395
2302305,Bela Cruz - CE,2022,358
2302305,Bela Cruz - CE,2023,337
2302305,Bela Cruz - CE,2024,351
2302404,Boa Viagem - CE,2020,571
2302404,Boa Viagem - CE,2021,613
2302404,Boa Viagem - CE,2022,557
2302404,Boa Viagem - CE,2023,580
2302404,Boa Viagem - CE,2024,539
2302503,Brejo Santo - CE,2020,777
2302503,Brejo Santo - CE,2021,657
2302503,Brejo Santo - CE,2022,699
2302503,Brejo Santo - CE,2023,714
2302503,Brejo Santo - CE,2024,677
2302602,Camocim - CE,2020,862
2302602,Camocim - CE,2021,922
2302602,Camocim - CE,2022,785
2302602,Camocim - CE,2023,933
2302602,Camocim - CE,2024,785
2302701,Campos Sales - CE,2020,324
2302701,Campos Sales - CE,2021,363
2302701,Campos Sales - CE,2022,365
2302701,Campos Sales - CE,2023,340
2302701,Campos Sales - CE,2024,322
2302800,Canindé - CE,2020,900
2302800,Canindé - CE,2021,1020
2302800,Canindé - CE,2022,988
2302800,Canindé - CE,2023,1017
2302800,Canindé - CE,2024,858
2302909,Capistrano - CE,2020,256
2302909,Capistrano - CE,2021,225
2302909,Capistrano - CE,2022,242
2302909,Capistrano - CE,2023,216
2302909,Capistrano - CE,2024,200
2303006,Caridade - CE,2020,244
2303006,Caridade - CE,2021,274
2303006,Caridade - CE,2022,215
2303006,Caridade - CE,2023,207
2303006,Caridade - CE,2024,203
2303105,Cariré - CE,2020,252
2303105,Cariré - CE,2021,225
2303105,Cariré - CE,2022,202
2303105,Cariré - CE,2023,184
2303105,Cariré - CE,2024,163
2303204,Caririaçu - CE,2020,401
2303204,Caririaçu - CE,2021,366
2303204,Caririaçu - CE,2022,388
2303204,Caririaçu - CE,2023,382
2303204,Caririaçu - CE,2024,370
2303303,Cariús - CE,2020,168
2303303,Cariús - CE,2021,148
2303303,Cariús - CE,2022,196
2303303,Cariús - CE,2023,144
2303303,Cariús - CE,2024,150
2303402,Carnaubal - CE,2020,230
2303402,Carnaubal - CE,2021,279
2303402,Carnaubal - CE,2022,243
2303402,Carnaubal - CE,2023,227
2303402,Carnaubal - CE,2024,203
2303501,Cascavel - CE,2020,996
2303501,Cascavel - CE,2021,921
2303501,Cascavel - CE,2022,872
2303501,Cascavel - CE,2023,883
2303501,Cascavel - CE,2024,804
2303600,Catarina - CE,2020,141
2303600,Catarina - CE,2021,127
2303600,Catarina - CE,2022,125
2303600,Catarina - CE,2023,110
2303600,Catarina - CE,2024,142
2303659,Catunda - CE,2020,105
2303659,Catunda - CE,2021,89
2303659,Catunda - CE,2022,97
2303659,Catunda - CE,2023,81
2303659,Catunda - CE,2024,83
2303709,Caucaia - CE,2020,4959
2303709,Caucaia - CE,2021,4974
2303709,Caucaia - CE,2022,4759
2303709,Caucaia - CE,2023,4601
2303709,Caucaia - CE,2024,4403
2303808,Cedro - CE,2020,251
2303808,Cedro - CE,2021,248
2303808,Cedro - CE,2022,254
2303808,Cedro - CE,2023,237
2303808,Cedro - CE,2024,213
2303907,Chaval - CE,2020,180
2303907,Chaval - CE,2021,210
2303907,Chaval - CE,2022,168
2303907,Chaval - CE,2023,163
2303907,Chaval - CE,2024,160
2303931,Choró - CE,2020,129
2303931,Choró - CE,2021,139
2303931,Choró - CE,2022,141
2303931,Choró - CE,2023,130
2303931,Choró - CE,2024,124
2303956,Chorozinho - CE,2020,279
2303956,Chorozinho - CE,2021,258
2303956,Chorozinho - CE,2022,194
2303956,Chorozinho - CE,2023,217
2303956,Chorozinho - CE,2024,228
2304004,Coreaú - CE,2020,317
2304004,Coreaú - CE,2021,280
2304004,Coreaú - CE,2022,261
2304004,Coreaú - CE,2023,257
2304004,Coreaú - CE,2024,251
2304103,Crateús - CE,2020,1023
2304103,Crateús - CE,2021,957
2304103,Crateús - CE,2022,928
2304103,Crateús - CE,2023,907
2304103,Crateús - CE,2024,866
2304202,Crato - CE,2020,1981
2304202,Crato - CE,2021,1936
2304202,Crato - CE,2022,1742
2304202,Crato - CE,2023,1716
2304202,Crato - CE,2024,1700
2304236,Croatá - CE,2020,254
2304236,Croatá - CE,2021,255
2304236,Croatá - CE,2022,212
2304236,Croatá - CE,2023,209
2304236,Croatá - CE,2024,199
2304251,Cruz - CE,2020,423
2304251,Cruz - CE,2021,422
2304251,Cruz - CE,2022,408
2304251,Cruz - CE,2023,451
2304251,Cruz - CE,2024,457
2304269,Deputado Irapuan Pinheiro - CE,2020,77
2304269,Deputado Irapuan Pinheiro - CE,2021,89
2304269,Deputado Irapuan Pinheiro - CE,2022,91
2304269,Deputado Irapuan Pinheiro - CE,2023,85
2304269,Deputado Irapuan Pinheiro - CE,2024,86
2304277,Ereré - CE,2020,78
2304277,Ereré - CE,2021,71
2304277,Ereré - CE,2022,70
2304277,Ereré - CE,2023,47
2304277,Ereré - CE,2024,65
2304285,Eusébio - CE,2020,1207
2304285,Eusébio - CE,2021,1200
2304285,Eusébio - CE,2022,1148
2304285,Eusébio - CE,2023,1185
2304285,Eusébio - CE,2024,1260
2304301,Farias Brito - CE,2020,230
2304301,Farias Brito - CE,2021,237
2304301,Farias Brito - CE,2022,193
2304301,Farias Brito - CE,2023,207
2304301,Farias Brito - CE,2024,190
2304350,Forquilha - CE,2020,323
2304350,Forquilha - CE,2021,270
2304350,Forquilha - CE,2022,247
2304350,Forquilha - CE,2023,249
2304350,Forquilha - CE,2024,231
2304400,Fortaleza - CE,2020,30828
2304400,Fortaleza - CE,2021,30431
2304400,Fortaleza - CE,2022,29057
2304400,Fortaleza - CE,2023,28738
2304400,Fortaleza - CE,2024,27447
2304459,Fortim - CE,2020,184
2304459,Fortim - CE,2021,224
2304459,Fortim - CE,2022,212
2304459,Fortim - CE,2023,211
2304459,Fortim - CE,2024,200
2304509,Frecheirinha - CE,2020,267
2304509,Frecheirinha - CE,2021,240
2304509,Frecheirinha - CE,2022,214
2304509,Frecheirinha - CE,2023,251
2304509,Frecheirinha - CE,2024,236
2304608,General Sampaio - CE,2020,113
2304608,General Sampaio - CE,2021,92
2304608,General Sampaio - CE,2022,100
2304608,General Sampaio - CE,2023,108
2304608,General Sampaio - CE,2024,83
2304657,Graça - CE,2020,184
2304657,Graça - CE,2021,195
2304657,Graça - CE,2022,156
2304657,Graça - CE,2023,161
2304657,Graça - CE,2024,132
2304707,Granja - CE,2020,751
2304707,Granja - CE,2021,719
2304707,Granja - CE,2022,687
2304707,Granja - CE,2023,706
2304707,Granja - CE,2024,677
2304806,Granjeiro - CE,2020,84
2304806,Granjeiro - CE,2021,76
2304806,Granjeiro - CE,2022,60
2304806,Granjeiro - CE,2023,71
2304806,Granjeiro - CE,2024,63
2304905,Groaíras - CE,2020,144
2304905,Groaíras - CE,2021,115
2304905,Groaíras - CE,2022,111
2304905,Groaíras - CE,2023,105
2304905,Groaíras - CE,2024,90
2304954,Guaiúba - CE,2020,323
2304954,Guaiúba - CE,2021,306
2304954,Guaiúba - CE,2022,264
2304954,Guaiúba - CE,2023,233
2304954,Guaiúba - CE,2024,235
2305001,Guaraciaba do Norte - CE,2020,664
2305001,Guaraciaba do Norte - CE,2021,680
2305001,Guaraciaba do Norte - CE,2022,597
2305001,Guaraciaba do Norte - CE,2023,562
2305001,Guaraciaba do Norte - CE,2024,574
2305100,Guaramiranga - CE,2020,74
2305100,Guaramiranga - CE,2021,78
2305100,Guaramiranga - CE,2022,73
2305100,Guaramiranga - CE,2023,59
2305100,Guaramiranga - CE,2024,84
2305209,Hidrolândia - CE,2020,214
2305209,Hidrolândia - CE,2021,223
2305209,Hidrolândia - CE,2022,220
2305209,Hidrolândia - CE,2023,159
2305209,Hidrolândia - CE,2024,192
2305233,Horizonte - CE,2020,1138
2305233,Horizonte - CE,2021,1116
2305233,Horizonte - CE,2022,1053
2305233,Horizonte - CE,2023,1078
2305233,Horizonte - CE,2024,1036
2305266,Ibaretama - CE,2020,194
2305266,Ibaretama - CE,2021,171
2305266,Ibaretama - CE,2022,172
2305266,Ibaretama - CE,2023,157
2305266,Ibaretama - CE,2024,139
2305308,Ibiapina - CE,2020,384
2305308,Ibiapina - CE,2021,381
2305308,Ibiapina - CE,2022,372
2305308,Ibiapina - CE,2023,336
2305308,Ibiapina - CE,2024,313
2305332,Ibicuitinga - CE,2020,152
2305332,Ibicuitinga - CE,2021,130
2305332,Ibicuitinga - CE,2022,112
2305332,Ibicuitinga - CE,2023,106
2305332,Ibicuitinga - CE,2024,101
2305357,Icapuí - CE,2020,255
2305357,Icapuí - CE,2021,198
2305357,Icapuí - CE,2022,176
2305357,Icapuí - CE,2023,150
2305357,Icapuí - CE,2024,145
2305407,Icó - CE,2020,810
2305407,Icó - CE,2021,751
2305407,Icó - CE,2022,693
2305407,Icó - CE,2023,708
2305407,Icó - CE,2024,677
2305506,Iguatu - CE,2020,1245
2305506,Iguatu - CE,2021,1361
2305506,Iguatu - CE,2022,1127
2305506,Iguatu - CE,2023,1112
2305506,Iguatu - CE,2024,1085
2305605,Independência - CE,2020,298
2305605,Independência - CE,2021,297
2305605,Independência - CE,2022,284
2305605,Independência - CE,2023,216
2305605,Independência - CE,2024,245
2305654,Ipaporanga - CE,2020,124
2305654,Ipaporanga - CE,2021,138
2305654,Ipaporanga - CE,2022,130
